"COUNTRY","Country","ISC11A","ISCED 2011 A education level","SEX","Gender","AGE","Age","FIELD","Field","MEASURE","Measure","INDICATOR","INDICATOR","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",73.182899,,
"CZE","Czech Republic","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",96.307541,,
"SVN","Slovenia","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",96.44059,,
"CHN","China (People's Republic of)","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",27.969799,,
"LUX","Luxembourg","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",72.020348,,
"IRL","Ireland","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.31823,,
"E22","European Union 22 members in OECD","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,80.884886,,
"ISL","Iceland","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",75.173203,,
"NLD","Netherlands","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.150642,,
"GBR","United Kingdom","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",77.518768,,
"BRA","Brazil","L3T8","At least upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",54.256882,,
"E22","European Union 22 members in OECD","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,88.085199,,
"TUR","Turkey","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",30.850622,,
"DNK","Denmark","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.487427,,
"CZE","Czech Republic","L3T8","At least upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",92.629318,,
"BRA","Brazil","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",39.224899,,
"IDN","Indonesia","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",42.48967,,
"TUR","Turkey","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",59.76556,,
"JPN","Japan","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"BEL","Belgium","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",80.508629,,
"ISL","Iceland","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",81.188454,,
"HUN","Hungary","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",86.537117,,
"IND","India","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2011","2011",30.086012,,
"HUN","Hungary","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.010384,,
"BRA","Brazil","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",70.234779,,
"SVK","Slovak Republic","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",92.604248,,
"ITA","Italy","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",72.909882,,
"IDN","Indonesia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",51.725788,,
"COL","Colombia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",42.15662,,
"FRA","France","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",78.075844,,
"LVA","Latvia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",83.769814,,
"EST","Estonia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",89.463432,,
"BEL","Belgium","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.239014,,
"USA","United States","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",91.292023,,
"CZE","Czech Republic","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",94.428055,,
"SAU","Saudi Arabia","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"POL","Poland","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.601135,,
"RUS","Russia","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",96.90345,,
"LUX","Luxembourg","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",87.185791,,
"LUX","Luxembourg","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",72.487114,,
"G20","G20","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,61.298382,,
"LTU","Lithuania","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.489822,,
"TUR","Turkey","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",54.573536,,
"ZAF","South Africa","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",79.159462,,
"CHE","Switzerland","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.609734,,
"ISR","Israel","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.942719,,
"NOR","Norway","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",83.808228,,
"SVN","Slovenia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",92.492287,,
"G20","G20","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,73.102782,,
"CRI","Costa Rica","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",33.207199,,
"GRC","Greece","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",70.389252,,
"NZL","New Zealand","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.341827,,
"AUS","Australia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",88.214966,,
"EST","Estonia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.84726,,
"SWE","Sweden","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.374557,,
"NZL","New Zealand","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",78.432579,,
"RUS","Russia","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",96.609818,,
"PRT","Portugal","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",46.926319,,
"CHL","Chile","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",86.802567,,
"DEU","Germany","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",88.488121,,
"NLD","Netherlands","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",77.074005,,
"MEX","Mexico","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",50.666321,,
"NOR","Norway","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.806602,,
"GBR","United Kingdom","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",82.854393,,
"KOR","Korea","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.000664,,
"CRI","Costa Rica","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",52.160931,,
"ARG","Argentina","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",55.255821,,
"FIN","Finland","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",86.470589,,
"ARG","Argentina","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",67.510437,,
"PRT","Portugal","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",38.151646,,
"DEU","Germany","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",86.44059,,
"SVN","Slovenia","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.886185,,
"PRT","Portugal","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",64.433205,,
"JPN","Japan","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"IRL","Ireland","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",76.557114,,
"AUT","Austria","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",89.278481,,
"MEX","Mexico","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",33.954784,,
"CAN","Canada","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",92.596992,,
"CZE","Czech Republic","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.480125,,
"LTU","Lithuania","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",91.551941,,
"FRA","France","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",87.997581,,
"FIN","Finland","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",89.204544,,
"COL","Colombia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",66.787933,,
"ISR","Israel","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.405228,,
"IDN","Indonesia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",38.37302,,
"NOR","Norway","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",79.624138,,
"CRI","Costa Rica","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",46.025566,,
"BEL","Belgium","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",86.507683,,
"AUS","Australia","L3T8","At least upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",81.452705,,
"CHN","China (People's Republic of)","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2010","2010",37.264198,,
"JPN","Japan","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"KOR","Korea","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",97.499298,,
"FIN","Finland","L3T8","At least upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",91.739769,,
"SVN","Slovenia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",87.356903,,
"AUT","Austria","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",80.852478,,
"ISL","Iceland","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.831825,,
"OAVG","OECD - Average","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,86.738397,,
"ESP","Spain","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",73.256104,,
"SAU","Saudi Arabia","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"NOR","Norway","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",82.360313,,
"SAU","Saudi Arabia","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"m","Missing data"
"GRC","Greece","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.37191,,
"E22","European Union 22 members in OECD","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,82.05918,,
"CHL","Chile","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2017","2017",59.756397,,
"IND","India","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2011","2011",30.879873,,
"G20","G20","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year",,,"0","Units",,,68.230439,,
"JPN","Japan","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"LVA","Latvia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",85.899254,,
"ISR","Israel","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",84.808754,,
"MEX","Mexico","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",49.416321,,
"TUR","Turkey","L3T8","At least upper secondary education","F","Women","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",22.010027,,
"CRI","Costa Rica","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",31.673788,,
"ZAF","South Africa","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",68.625931,,
"AUS","Australia","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",79.016678,,
"HUN","Hungary","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",87.281342,,
"BRA","Brazil","L3T8","At least upper secondary education","M","Men","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",60.846878,,
"SVK","Slovak Republic","L3T8","At least upper secondary education","M","Men","Y45T54","45-54 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.59024,,
"CHE","Switzerland","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",89.580399,,
"ISR","Israel","L3T8","At least upper secondary education","M","Men","Y35T44","35-44 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",88.54937,,
"LVA","Latvia","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",90.970909,,
"CHE","Switzerland","L3T8","At least upper secondary education","F","Women","Y25T34","25-34 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",93.55558,,
"JPN","Japan","L3T8","At least upper secondary education","F","Women","Y25T64","25-64 years","T","Total","VALUE","Value","NEAC_SHARE_EA","Share of population by educational attainment","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
